season,week,regime,tie_policy,n_active,n_eliminated,n_withdrawn,finale_week,exact_endpoint_feasible,exact_normalized_rank_width,direct_R_like_exact_normalized_rank_width,weak_minus_direct_exact_width,solver_calls,solver
28,7,R_plus,competition_rank,8,1,0,False,True,0.982142857143,,,16,scipy.optimize.milp-highs
28,8,R_plus,competition_rank,7,1,0,False,True,0.97619047619,,,14,scipy.optimize.milp-highs
28,9,R_plus,competition_rank,6,1,0,False,True,1,,,12,scipy.optimize.milp-highs
28,10,R_plus,competition_rank,5,1,0,False,True,1,,,10,scipy.optimize.milp-highs
28,11,R_plus,competition_rank,4,0,0,True,True,0.5,,,8,scipy.optimize.milp-highs
29,1,R_plus,competition_rank,15,0,0,False,True,1,,,30,scipy.optimize.milp-highs
29,2,R_plus,competition_rank,15,1,0,False,True,1,,,30,scipy.optimize.milp-highs
29,3,R_plus,competition_rank,14,1,0,False,True,1,,,28,scipy.optimize.milp-highs
29,4,R_plus,competition_rank,13,1,0,False,True,0.987179487179,,,26,scipy.optimize.milp-highs
29,5,R_plus,competition_rank,12,1,0,False,True,1,,,24,scipy.optimize.milp-highs
29,6,R_plus,competition_rank,11,1,0,False,True,1,,,22,scipy.optimize.milp-highs
29,7,R_plus,competition_rank,10,1,1,False,True,1,,,20,scipy.optimize.milp-highs
29,8,R_plus,competition_rank,8,1,0,False,True,0.964285714286,,,16,scipy.optimize.milp-highs
29,9,R_plus,competition_rank,7,1,0,False,True,1,,,14,scipy.optimize.milp-highs
29,10,R_plus,competition_rank,6,2,0,False,True,1,,,12,scipy.optimize.milp-highs
29,11,R_plus,competition_rank,4,0,0,True,True,0,,,8,scipy.optimize.milp-highs
30,1,R_plus,competition_rank,15,0,0,False,True,1,,,30,scipy.optimize.milp-highs
30,2,R_plus,competition_rank,15,1,0,False,True,1,,,30,scipy.optimize.milp-highs
30,3,R_plus,competition_rank,14,1,0,False,True,0.967032967033,,,28,scipy.optimize.milp-highs
30,4,R_plus,competition_rank,13,2,0,False,True,1,,,26,scipy.optimize.milp-highs
30,5,R_plus,competition_rank,11,1,0,False,True,0.936363636364,,,22,scipy.optimize.milp-highs
30,6,R_plus,competition_rank,10,1,0,False,True,1,,,20,scipy.optimize.milp-highs
30,7,R_plus,competition_rank,9,1,0,False,True,1,,,18,scipy.optimize.milp-highs
30,8,R_plus,competition_rank,8,2,0,False,True,1,,,16,scipy.optimize.milp-highs
30,9,R_plus,competition_rank,6,2,0,False,True,0.966666666667,,,12,scipy.optimize.milp-highs
30,10,R_plus,competition_rank,4,0,0,True,True,0.666666666667,,,8,scipy.optimize.milp-highs
31,1,R_plus,competition_rank,16,1,0,False,True,1,,,32,scipy.optimize.milp-highs
31,2,R_plus,competition_rank,15,1,0,False,True,1,,,30,scipy.optimize.milp-highs
31,3,R_plus,competition_rank,14,1,0,False,True,1,,,28,scipy.optimize.milp-highs
31,4,R_plus,competition_rank,13,1,0,False,True,1,,,26,scipy.optimize.milp-highs
31,5,R_plus,competition_rank,12,1,1,False,True,0.992424242424,,,24,scipy.optimize.milp-highs
31,6,R_plus,competition_rank,10,1,0,False,True,1,,,20,scipy.optimize.milp-highs
31,7,R_plus,competition_rank,9,1,0,False,True,1,,,18,scipy.optimize.milp-highs
31,8,R_plus,competition_rank,8,2,0,False,True,1,,,16,scipy.optimize.milp-highs
31,9,R_plus,competition_rank,6,2,0,False,True,1,,,12,scipy.optimize.milp-highs
31,10,R_plus,competition_rank,4,0,0,True,True,0.5,,,8,scipy.optimize.milp-highs
32,1,R_plus,competition_rank,14,1,0,False,True,0.994505494505,,,28,scipy.optimize.milp-highs
32,2,R_plus,competition_rank,13,1,0,False,True,0.980769230769,,,26,scipy.optimize.milp-highs
32,3,R_plus,competition_rank,12,1,0,False,True,1,,,24,scipy.optimize.milp-highs
32,4,R_plus,competition_rank,11,1,0,False,True,0.963636363636,,,22,scipy.optimize.milp-highs
32,5,R_plus,competition_rank,10,1,0,False,True,0.988888888889,,,20,scipy.optimize.milp-highs
32,6,R_plus,competition_rank,9,1,0,False,True,0.972222222222,,,18,scipy.optimize.milp-highs
32,7,R_plus,competition_rank,8,1,0,False,True,0.928571428571,,,16,scipy.optimize.milp-highs
32,8,R_plus,competition_rank,7,1,0,False,True,0.97619047619,,,14,scipy.optimize.milp-highs
32,9,R_plus,competition_rank,6,1,0,False,True,1,,,12,scipy.optimize.milp-highs
32,10,R_plus,competition_rank,5,0,0,False,True,1,,,10,scipy.optimize.milp-highs
32,11,R_plus,competition_rank,5,0,0,True,True,0.6,,,10,scipy.optimize.milp-highs
33,1,R_plus,competition_rank,13,0,0,False,True,1,,,26,scipy.optimize.milp-highs
33,2,R_plus,competition_rank,13,2,0,False,True,0.987179487179,,,26,scipy.optimize.milp-highs
33,3,R_plus,competition_rank,11,2,0,False,True,1,,,22,scipy.optimize.milp-highs
33,4,R_plus,competition_rank,9,1,0,False,True,0.944444444444,,,18,scipy.optimize.milp-highs
33,5,R_plus,competition_rank,8,1,0,False,True,0.982142857143,,,16,scipy.optimize.milp-highs
33,6,R_plus,competition_rank,7,1,0,False,True,0.928571428571,,,14,scipy.optimize.milp-highs
33,7,R_plus,competition_rank,6,1,0,False,True,1,,,12,scipy.optimize.milp-highs
33,8,R_plus,competition_rank,5,0,0,False,True,1,,,10,scipy.optimize.milp-highs
33,9,R_plus,competition_rank,5,0,0,True,True,0.5,,,10,scipy.optimize.milp-highs
34,1,R_plus,competition_rank,14,0,0,False,True,1,,,28,scipy.optimize.milp-highs
34,2,R_plus,competition_rank,14,2,0,False,True,0.994505494505,,,28,scipy.optimize.milp-highs
34,3,R_plus,competition_rank,12,1,0,False,True,1,,,24,scipy.optimize.milp-highs
34,4,R_plus,competition_rank,11,1,0,False,True,0.954545454545,,,22,scipy.optimize.milp-highs
34,5,R_plus,competition_rank,10,0,0,False,True,1,,,20,scipy.optimize.milp-highs
34,6,R_plus,competition_rank,10,1,0,False,True,1,,,20,scipy.optimize.milp-highs
34,7,R_plus,competition_rank,9,1,0,False,True,0.986111111111,,,18,scipy.optimize.milp-highs
34,8,R_plus,competition_rank,8,1,0,False,True,1,,,16,scipy.optimize.milp-highs
34,9,R_plus,competition_rank,7,1,0,False,True,1,,,14,scipy.optimize.milp-highs
34,10,R_plus,competition_rank,6,1,0,False,True,0.9,,,12,scipy.optimize.milp-highs
34,11,R_plus,competition_rank,5,0,0,True,True,0.8,,,10,scipy.optimize.milp-highs
