season,week,regime,tie_policy,contestant_id,contestant_name,n_active,exact_fan_rank_min,exact_fan_rank_max,exact_fan_rank_width,exact_normalized_fan_rank_width
34,4,R_plus,average_rank,c_b67c79ae64a7,Jen Affleck,11,1,11,10,1
34,4,R_plus,average_rank,c_c08381fdf058,Scott Hoying,11,1,11,10,1
34,5,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,10,1,10,9,1
34,5,R_plus,average_rank,c_014c25f27383,Jordan Chiles,10,1,10,9,1
34,5,R_plus,average_rank,c_040942d5a49f,Alix Earle,10,1,10,9,1
34,5,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,10,1,10,9,1
34,5,R_plus,average_rank,c_68b9b2405657,Dylan Efron,10,1,10,9,1
34,5,R_plus,average_rank,c_84e2c0dbe1b3,Andy Richter,10,1,10,9,1
34,5,R_plus,average_rank,c_8a97cf9ea7ff,Danielle Fishel,10,1,10,9,1
34,5,R_plus,average_rank,c_97d9dc87a3ff,Whitney Leavitt,10,1,10,9,1
34,5,R_plus,average_rank,c_b67c79ae64a7,Jen Affleck,10,1,10,9,1
34,5,R_plus,average_rank,c_c08381fdf058,Scott Hoying,10,1,10,9,1
34,6,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,10,1,10,9,1
34,6,R_plus,average_rank,c_014c25f27383,Jordan Chiles,10,1,10,9,1
34,6,R_plus,average_rank,c_040942d5a49f,Alix Earle,10,1,10,9,1
34,6,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,10,1,10,9,1
34,6,R_plus,average_rank,c_68b9b2405657,Dylan Efron,10,1,10,9,1
34,6,R_plus,average_rank,c_84e2c0dbe1b3,Andy Richter,10,1,10,9,1
34,6,R_plus,average_rank,c_8a97cf9ea7ff,Danielle Fishel,10,1,10,9,1
34,6,R_plus,average_rank,c_97d9dc87a3ff,Whitney Leavitt,10,1,10,9,1
34,6,R_plus,average_rank,c_b67c79ae64a7,Jen Affleck,10,1,10,9,1
34,6,R_plus,average_rank,c_c08381fdf058,Scott Hoying,10,2,10,8,0.888888888889
34,7,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,9,1,9,8,1
34,7,R_plus,average_rank,c_014c25f27383,Jordan Chiles,9,1,9,8,1
34,7,R_plus,average_rank,c_040942d5a49f,Alix Earle,9,1,9,8,1
34,7,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,9,1,9,8,1
34,7,R_plus,average_rank,c_68b9b2405657,Dylan Efron,9,1,9,8,1
34,7,R_plus,average_rank,c_84e2c0dbe1b3,Andy Richter,9,1,9,8,1
34,7,R_plus,average_rank,c_8a97cf9ea7ff,Danielle Fishel,9,1,9,8,1
34,7,R_plus,average_rank,c_97d9dc87a3ff,Whitney Leavitt,9,1,9,8,1
34,7,R_plus,average_rank,c_b67c79ae64a7,Jen Affleck,9,3,9,6,0.75
34,8,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,8,1,8,7,1
34,8,R_plus,average_rank,c_014c25f27383,Jordan Chiles,8,1,8,7,1
34,8,R_plus,average_rank,c_040942d5a49f,Alix Earle,8,1,8,7,1
34,8,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,8,1,8,7,1
34,8,R_plus,average_rank,c_68b9b2405657,Dylan Efron,8,1,8,7,1
34,8,R_plus,average_rank,c_84e2c0dbe1b3,Andy Richter,8,1,8,7,1
34,8,R_plus,average_rank,c_8a97cf9ea7ff,Danielle Fishel,8,2,8,6,0.857142857143
34,8,R_plus,average_rank,c_97d9dc87a3ff,Whitney Leavitt,8,1,8,7,1
34,9,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,7,1,7,6,1
34,9,R_plus,average_rank,c_014c25f27383,Jordan Chiles,7,1,7,6,1
34,9,R_plus,average_rank,c_040942d5a49f,Alix Earle,7,1,7,6,1
34,9,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,7,1,7,6,1
34,9,R_plus,average_rank,c_68b9b2405657,Dylan Efron,7,1,7,6,1
34,9,R_plus,average_rank,c_84e2c0dbe1b3,Andy Richter,7,1,7,6,1
34,9,R_plus,average_rank,c_97d9dc87a3ff,Whitney Leavitt,7,1,7,6,1
34,10,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,6,1,6,5,1
34,10,R_plus,average_rank,c_014c25f27383,Jordan Chiles,6,1,6,5,1
34,10,R_plus,average_rank,c_040942d5a49f,Alix Earle,6,1,6,5,1
34,10,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,6,1,6,5,1
34,10,R_plus,average_rank,c_68b9b2405657,Dylan Efron,6,1,6,5,1
34,10,R_plus,average_rank,c_97d9dc87a3ff,Whitney Leavitt,6,4,6,2,0.4
34,11,R_plus,average_rank,c_006ccbcbd9a7,Robert Irwin,5,1,1,0,0
34,11,R_plus,average_rank,c_014c25f27383,Jordan Chiles,5,2,4,2,0.5
34,11,R_plus,average_rank,c_040942d5a49f,Alix Earle,5,3,5,2,0.5
34,11,R_plus,average_rank,c_54b5a8c2dda4,Elaine Hendrix,5,2,5,3,0.75
34,11,R_plus,average_rank,c_68b9b2405657,Dylan Efron,5,2,5,3,0.75
1,1,R,min_rank,c_0682911ef89b,Rachel Hunter,6,1,6,5,1
1,1,R,min_rank,c_49123aa8f5b9,John O'Hurley,6,1,6,5,1
1,1,R,min_rank,c_6137c0511f62,Trista Sutter,6,1,6,5,1
1,1,R,min_rank,c_71c2de6f33c9,Kelly Monaco,6,1,6,5,1
1,1,R,min_rank,c_b3130ebf99b2,Evander Holyfield,6,1,6,5,1
1,1,R,min_rank,c_f6318fd0c251,Joey McIntyre,6,1,6,5,1
1,2,R,min_rank,c_0682911ef89b,Rachel Hunter,6,1,6,5,1
1,2,R,min_rank,c_49123aa8f5b9,John O'Hurley,6,1,6,5,1
1,2,R,min_rank,c_6137c0511f62,Trista Sutter,6,3,6,3,0.6
1,2,R,min_rank,c_71c2de6f33c9,Kelly Monaco,6,1,5,4,0.8
1,2,R,min_rank,c_b3130ebf99b2,Evander Holyfield,6,1,4,3,0.6
1,2,R,min_rank,c_f6318fd0c251,Joey McIntyre,6,1,6,5,1
1,3,R,min_rank,c_0682911ef89b,Rachel Hunter,5,1,5,4,1
1,3,R,min_rank,c_49123aa8f5b9,John O'Hurley,5,1,5,4,1
1,3,R,min_rank,c_71c2de6f33c9,Kelly Monaco,5,1,5,4,1
1,3,R,min_rank,c_b3130ebf99b2,Evander Holyfield,5,1,5,4,1
1,3,R,min_rank,c_f6318fd0c251,Joey McIntyre,5,1,5,4,1
1,4,R,min_rank,c_0682911ef89b,Rachel Hunter,4,3,4,1,0.333333333333
1,4,R,min_rank,c_49123aa8f5b9,John O'Hurley,4,1,3,2,0.666666666667
1,4,R,min_rank,c_71c2de6f33c9,Kelly Monaco,4,1,4,3,1
1,4,R,min_rank,c_f6318fd0c251,Joey McIntyre,4,1,2,1,0.333333333333
1,5,R,min_rank,c_49123aa8f5b9,John O'Hurley,3,1,3,2,1
1,5,R,min_rank,c_71c2de6f33c9,Kelly Monaco,3,1,3,2,1
1,5,R,min_rank,c_f6318fd0c251,Joey McIntyre,3,1,3,2,1
1,6,R,min_rank,c_49123aa8f5b9,John O'Hurley,2,1,2,1,1
1,6,R,min_rank,c_71c2de6f33c9,Kelly Monaco,2,1,2,1,1
2,1,R,min_rank,c_13a7bbd24206,Giselle Fernandez,10,1,10,9,1
2,1,R,min_rank,c_177970c9c122,Kenny Mayne,10,2,10,8,0.888888888889
2,1,R,min_rank,c_3f08c95bde83,Drew Lachey,10,1,10,9,1
2,1,R,min_rank,c_4cf510a71847,Jerry Rice,10,1,10,9,1
2,1,R,min_rank,c_53e4c2aa2341,Lisa Rinna,10,1,10,9,1
2,1,R,min_rank,c_7054ec253426,Master P,10,1,9,8,0.888888888889
2,1,R,min_rank,c_7758f7fcffaf,Stacy Keibler,10,1,10,9,1
2,1,R,min_rank,c_ca6e18e948c8,Tatum O'Neal,10,1,10,9,1
2,1,R,min_rank,c_ce811e8a803f,Tia Carrere,10,1,10,9,1
2,1,R,min_rank,c_ee75a32adcd8,George Hamilton,10,1,10,9,1
2,2,R,min_rank,c_13a7bbd24206,Giselle Fernandez,9,1,9,8,1
2,2,R,min_rank,c_3f08c95bde83,Drew Lachey,9,1,9,8,1
2,2,R,min_rank,c_4cf510a71847,Jerry Rice,9,1,9,8,1
2,2,R,min_rank,c_53e4c2aa2341,Lisa Rinna,9,1,9,8,1
2,2,R,min_rank,c_7054ec253426,Master P,9,1,8,7,0.875
2,2,R,min_rank,c_7758f7fcffaf,Stacy Keibler,9,1,9,8,1
2,2,R,min_rank,c_ca6e18e948c8,Tatum O'Neal,9,2,9,7,0.875
2,2,R,min_rank,c_ce811e8a803f,Tia Carrere,9,1,9,8,1
2,2,R,min_rank,c_ee75a32adcd8,George Hamilton,9,1,9,8,1
2,3,R,min_rank,c_13a7bbd24206,Giselle Fernandez,8,4,8,4,0.571428571429
2,3,R,min_rank,c_3f08c95bde83,Drew Lachey,8,1,8,7,1
2,3,R,min_rank,c_4cf510a71847,Jerry Rice,8,1,6,5,0.714285714286
2,3,R,min_rank,c_53e4c2aa2341,Lisa Rinna,8,1,8,7,1
2,3,R,min_rank,c_7054ec253426,Master P,8,1,5,4,0.571428571429
2,3,R,min_rank,c_7758f7fcffaf,Stacy Keibler,8,1,8,7,1
2,3,R,min_rank,c_ce811e8a803f,Tia Carrere,8,1,8,7,1
2,3,R,min_rank,c_ee75a32adcd8,George Hamilton,8,1,7,6,0.857142857143
2,4,R,min_rank,c_3f08c95bde83,Drew Lachey,7,1,7,6,1
2,4,R,min_rank,c_4cf510a71847,Jerry Rice,7,1,7,6,1
2,4,R,min_rank,c_53e4c2aa2341,Lisa Rinna,7,1,7,6,1
2,4,R,min_rank,c_7054ec253426,Master P,7,1,7,6,1
2,4,R,min_rank,c_7758f7fcffaf,Stacy Keibler,7,1,7,6,1
2,4,R,min_rank,c_ce811e8a803f,Tia Carrere,7,1,7,6,1
2,4,R,min_rank,c_ee75a32adcd8,George Hamilton,7,1,7,6,1
2,5,R,min_rank,c_3f08c95bde83,Drew Lachey,6,1,6,5,1
2,5,R,min_rank,c_4cf510a71847,Jerry Rice,6,1,6,5,1
2,5,R,min_rank,c_53e4c2aa2341,Lisa Rinna,6,1,6,5,1
2,5,R,min_rank,c_7758f7fcffaf,Stacy Keibler,6,1,6,5,1
2,5,R,min_rank,c_ce811e8a803f,Tia Carrere,6,1,6,5,1
2,5,R,min_rank,c_ee75a32adcd8,George Hamilton,6,1,6,5,1
2,6,R,min_rank,c_3f08c95bde83,Drew Lachey,5,1,5,4,1
2,6,R,min_rank,c_4cf510a71847,Jerry Rice,5,1,4,3,0.75
2,6,R,min_rank,c_53e4c2aa2341,Lisa Rinna,5,1,5,4,1
2,6,R,min_rank,c_7758f7fcffaf,Stacy Keibler,5,1,5,4,1
2,6,R,min_rank,c_ee75a32adcd8,George Hamilton,5,2,5,3,0.75
2,7,R,min_rank,c_3f08c95bde83,Drew Lachey,4,1,4,3,1
2,7,R,min_rank,c_4cf510a71847,Jerry Rice,4,1,3,2,0.666666666667
2,7,R,min_rank,c_53e4c2aa2341,Lisa Rinna,4,2,4,2,0.666666666667
2,7,R,min_rank,c_7758f7fcffaf,Stacy Keibler,4,1,4,3,1
2,8,R,min_rank,c_3f08c95bde83,Drew Lachey,3,1,3,2,1
2,8,R,min_rank,c_4cf510a71847,Jerry Rice,3,1,2,1,0.5
2,8,R,min_rank,c_7758f7fcffaf,Stacy Keibler,3,2,3,1,0.5
28,1,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,12,1,12,11,1
28,1,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,12,1,12,11,1
28,1,R_plus,min_rank,c_6e362448efdd,Karamo Brown,12,1,12,11,1
28,1,R_plus,min_rank,c_7d1f20af7e47,Sailor Brinkley-Cook,12,1,12,11,1
28,1,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,12,1,12,11,1
28,1,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,12,1,12,11,1
28,1,R_plus,min_rank,c_cd8555c4c4a3,Mary Wilson,12,1,12,11,1
28,1,R_plus,min_rank,c_d408ea6aae97,Ray Lewis,12,1,12,11,1
28,1,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,12,1,12,11,1
28,1,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,12,1,12,11,1
28,1,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,12,1,12,11,1
28,1,R_plus,min_rank,c_f447678289a9,Lamar Odom,12,1,12,11,1
28,2,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,12,1,12,11,1
28,2,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,12,1,12,11,1
28,2,R_plus,min_rank,c_6e362448efdd,Karamo Brown,12,1,12,11,1
28,2,R_plus,min_rank,c_7d1f20af7e47,Sailor Brinkley-Cook,12,1,12,11,1
28,2,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,12,1,12,11,1
28,2,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,12,1,12,11,1
28,2,R_plus,min_rank,c_cd8555c4c4a3,Mary Wilson,12,1,12,11,1
28,2,R_plus,min_rank,c_d408ea6aae97,Ray Lewis,12,1,12,11,1
28,2,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,12,1,12,11,1
28,2,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,12,1,12,11,1
28,2,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,12,1,12,11,1
28,2,R_plus,min_rank,c_f447678289a9,Lamar Odom,12,1,12,11,1
28,3,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,10,1,10,9,1
28,3,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,10,1,10,9,1
28,3,R_plus,min_rank,c_6e362448efdd,Karamo Brown,10,1,10,9,1
28,3,R_plus,min_rank,c_7d1f20af7e47,Sailor Brinkley-Cook,10,1,10,9,1
28,3,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,10,1,10,9,1
28,3,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,10,1,10,9,1
28,3,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,10,1,10,9,1
28,3,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,10,1,10,9,1
28,3,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,10,1,10,9,1
28,3,R_plus,min_rank,c_f447678289a9,Lamar Odom,10,1,10,9,1
28,4,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,10,1,10,9,1
28,4,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,10,1,10,9,1
28,4,R_plus,min_rank,c_6e362448efdd,Karamo Brown,10,1,10,9,1
28,4,R_plus,min_rank,c_7d1f20af7e47,Sailor Brinkley-Cook,10,1,10,9,1
28,4,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,10,1,10,9,1
28,4,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,10,1,10,9,1
28,4,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,10,1,10,9,1
28,4,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,10,1,10,9,1
28,4,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,10,1,10,9,1
28,4,R_plus,min_rank,c_f447678289a9,Lamar Odom,10,1,10,9,1
28,5,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,9,1,9,8,1
28,5,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,9,1,9,8,1
28,5,R_plus,min_rank,c_6e362448efdd,Karamo Brown,9,1,9,8,1
28,5,R_plus,min_rank,c_7d1f20af7e47,Sailor Brinkley-Cook,9,1,9,8,1
28,5,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,9,1,9,8,1
28,5,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,9,1,9,8,1
28,5,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,9,1,9,8,1
28,5,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,9,1,9,8,1
28,5,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,9,1,9,8,1
28,6,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,9,1,8,7,0.875
28,6,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,9,1,8,7,0.875
28,6,R_plus,min_rank,c_6e362448efdd,Karamo Brown,9,1,8,7,0.875
28,6,R_plus,min_rank,c_7d1f20af7e47,Sailor Brinkley-Cook,9,8,9,1,0.125
28,6,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,9,1,9,8,1
28,6,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,9,1,8,7,0.875
28,6,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,9,1,8,7,0.875
28,6,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,9,1,8,7,0.875
28,6,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,9,1,8,7,0.875
28,7,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,8,1,8,7,1
28,7,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,8,1,8,7,1
28,7,R_plus,min_rank,c_6e362448efdd,Karamo Brown,8,2,8,6,0.857142857143
28,7,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,8,1,8,7,1
28,7,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,8,1,8,7,1
28,7,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,8,1,8,7,1
28,7,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,8,1,8,7,1
28,7,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,8,1,8,7,1
28,8,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,7,1,7,6,1
28,8,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,7,1,7,6,1
28,8,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,7,1,7,6,1
28,8,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,7,1,7,6,1
28,8,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,7,1,7,6,1
28,8,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,7,1,7,6,1
28,8,R_plus,min_rank,c_ec2dfdbef29a,Kate Flannery,7,2,7,5,0.833333333333
28,9,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,6,1,6,5,1
28,9,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,6,1,6,5,1
28,9,R_plus,min_rank,c_97f8d8bcc4a3,Sean Spicer,6,1,6,5,1
28,9,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,6,1,6,5,1
28,9,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,6,1,6,5,1
28,9,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,6,1,6,5,1
28,10,R_plus,min_rank,c_200c4ff12963,James Van Der Beek,5,1,5,4,1
28,10,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,5,1,5,4,1
28,10,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,5,1,5,4,1
28,10,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,5,1,5,4,1
28,10,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,5,1,5,4,1
28,11,R_plus,min_rank,c_60ec454a8400,Lauren Alaina,4,1,4,3,1
28,11,R_plus,min_rank,c_ad0ab76e15e2,Ally Brooke,4,3,4,1,0.333333333333
28,11,R_plus,min_rank,c_d78aaf5fec0f,Hannah Brown,4,1,2,1,0.333333333333
28,11,R_plus,min_rank,c_dbf097fbad67,Kel Mitchell,4,2,3,1,0.333333333333
29,1,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,15,1,15,14,1
29,1,R_plus,min_rank,c_11dab416256e,Johnny Weir,15,1,15,14,1
29,1,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,15,1,15,14,1
29,1,R_plus,min_rank,c_3f32d6efef34,AJ McLean,15,1,15,14,1
29,1,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,15,1,15,14,1
29,1,R_plus,min_rank,c_573652556221,Nelly,15,1,15,14,1
29,1,R_plus,min_rank,c_65d6cab6dadb,Carole Baskin,15,1,15,14,1
29,1,R_plus,min_rank,c_74452ad09396,Anne Heche,15,1,15,14,1
29,1,R_plus,min_rank,c_753fc2e06368,Skai Jackson,15,1,15,14,1
29,1,R_plus,min_rank,c_7a0bc074d7ee,Charles Oakley,15,1,15,14,1
29,1,R_plus,min_rank,c_7c2348559a18,Veron Davis,15,1,15,14,1
29,1,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,15,1,15,14,1
29,1,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,15,1,15,14,1
29,1,R_plus,min_rank,c_8cbaf01f9030,Jesse Metcalfe,15,1,15,14,1
29,1,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,15,1,15,14,1
29,2,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,15,1,15,14,1
29,2,R_plus,min_rank,c_11dab416256e,Johnny Weir,15,1,15,14,1
29,2,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,15,1,15,14,1
29,2,R_plus,min_rank,c_3f32d6efef34,AJ McLean,15,1,15,14,1
29,2,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,15,1,15,14,1
29,2,R_plus,min_rank,c_573652556221,Nelly,15,1,15,14,1
29,2,R_plus,min_rank,c_65d6cab6dadb,Carole Baskin,15,1,15,14,1
29,2,R_plus,min_rank,c_74452ad09396,Anne Heche,15,1,15,14,1
29,2,R_plus,min_rank,c_753fc2e06368,Skai Jackson,15,1,15,14,1
29,2,R_plus,min_rank,c_7a0bc074d7ee,Charles Oakley,15,1,15,14,1
29,2,R_plus,min_rank,c_7c2348559a18,Veron Davis,15,1,15,14,1
29,2,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,15,1,15,14,1
29,2,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,15,1,15,14,1
29,2,R_plus,min_rank,c_8cbaf01f9030,Jesse Metcalfe,15,1,15,14,1
29,2,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,15,1,15,14,1
29,3,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,14,1,14,13,1
29,3,R_plus,min_rank,c_11dab416256e,Johnny Weir,14,1,14,13,1
29,3,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,14,1,14,13,1
29,3,R_plus,min_rank,c_3f32d6efef34,AJ McLean,14,1,14,13,1
29,3,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,14,1,14,13,1
29,3,R_plus,min_rank,c_573652556221,Nelly,14,1,14,13,1
29,3,R_plus,min_rank,c_65d6cab6dadb,Carole Baskin,14,1,14,13,1
29,3,R_plus,min_rank,c_74452ad09396,Anne Heche,14,1,14,13,1
29,3,R_plus,min_rank,c_753fc2e06368,Skai Jackson,14,1,14,13,1
29,3,R_plus,min_rank,c_7c2348559a18,Veron Davis,14,1,14,13,1
29,3,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,14,1,14,13,1
29,3,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,14,1,14,13,1
29,3,R_plus,min_rank,c_8cbaf01f9030,Jesse Metcalfe,14,1,14,13,1
29,3,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,14,1,14,13,1
29,4,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,13,1,13,12,1
29,4,R_plus,min_rank,c_11dab416256e,Johnny Weir,13,1,13,12,1
29,4,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,13,1,13,12,1
29,4,R_plus,min_rank,c_3f32d6efef34,AJ McLean,13,1,13,12,1
29,4,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,13,1,13,12,1
29,4,R_plus,min_rank,c_573652556221,Nelly,13,1,13,12,1
29,4,R_plus,min_rank,c_74452ad09396,Anne Heche,13,3,13,10,0.833333333333
29,4,R_plus,min_rank,c_753fc2e06368,Skai Jackson,13,1,13,12,1
29,4,R_plus,min_rank,c_7c2348559a18,Veron Davis,13,1,13,12,1
29,4,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,13,1,13,12,1
29,4,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,13,1,13,12,1
29,4,R_plus,min_rank,c_8cbaf01f9030,Jesse Metcalfe,13,1,13,12,1
29,4,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,13,1,13,12,1
29,5,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,12,1,12,11,1
29,5,R_plus,min_rank,c_11dab416256e,Johnny Weir,12,1,12,11,1
29,5,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,12,1,12,11,1
29,5,R_plus,min_rank,c_3f32d6efef34,AJ McLean,12,1,12,11,1
29,5,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,12,1,12,11,1
29,5,R_plus,min_rank,c_573652556221,Nelly,12,1,12,11,1
29,5,R_plus,min_rank,c_753fc2e06368,Skai Jackson,12,1,12,11,1
29,5,R_plus,min_rank,c_7c2348559a18,Veron Davis,12,1,12,11,1
29,5,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,12,1,12,11,1
29,5,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,12,1,12,11,1
29,5,R_plus,min_rank,c_8cbaf01f9030,Jesse Metcalfe,12,1,12,11,1
29,5,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,12,1,12,11,1
29,6,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,11,1,11,10,1
29,6,R_plus,min_rank,c_11dab416256e,Johnny Weir,11,1,11,10,1
29,6,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,11,1,11,10,1
29,6,R_plus,min_rank,c_3f32d6efef34,AJ McLean,11,1,11,10,1
29,6,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,11,1,11,10,1
29,6,R_plus,min_rank,c_573652556221,Nelly,11,1,11,10,1
29,6,R_plus,min_rank,c_753fc2e06368,Skai Jackson,11,1,11,10,1
29,6,R_plus,min_rank,c_7c2348559a18,Veron Davis,11,1,11,10,1
29,6,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,11,1,11,10,1
29,6,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,11,1,11,10,1
29,6,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,11,1,11,10,1
29,7,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,10,1,10,9,1
29,7,R_plus,min_rank,c_11dab416256e,Johnny Weir,10,1,10,9,1
29,7,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,10,1,10,9,1
29,7,R_plus,min_rank,c_3f32d6efef34,AJ McLean,10,1,10,9,1
29,7,R_plus,min_rank,c_4a8d25406f8b,Kaitlyn Bristowe,10,1,10,9,1
29,7,R_plus,min_rank,c_573652556221,Nelly,10,1,10,9,1
29,7,R_plus,min_rank,c_753fc2e06368,Skai Jackson,10,1,10,9,1
29,7,R_plus,min_rank,c_823f9ca9ea5e,Monica Aldama,10,1,10,9,1
29,7,R_plus,min_rank,c_8bc88f2bc529,Justina Machado,10,1,10,9,1
29,7,R_plus,min_rank,c_ace5e5d137ce,Jeannie Mai,10,1,10,9,1
29,8,R_plus,min_rank,c_070a9cf4335b,Nev Schulman,8,1,8,7,1
29,8,R_plus,min_rank,c_11dab416256e,Johnny Weir,8,1,8,7,1
29,8,R_plus,min_rank,c_249fee0c5f0e,Chrishell Stause,8,3,8,5,0.714285714286
